74524	1	8-bit registered comparator						
74526	1	fuse programmable identity comparator, 16-bit						
74527	1	fuse programmable identity comparator, 8-bit + 4-bit conventional Identity comparator						
74528	1	fuse programmable Identity comparator, 12-bit						
74531	8	octal transparent latch, 32 mA three-state outputs						
74532	8	octal register, 32 mA three-state outputs						
74533	1	octal transparent latch, inverting three-state outputs			HC/HCT	http://www.ti.com/lit/gpn/cd74hct533		
74534	1	octal register, inverting three-state outputs			HCT	https://web.archive.org/web/20120514201434/http://www.nxp.com/documents/data_sheet/74HCT534.pdf		
74535	1	octal transparent latch, inverting three-state outputs						
74536	1	octal register, inverting 32 mA three-state outputs						
74537	1	BCD to decimal decoder, three-state outputs						
74538	1	1 of 8 decoder, three-state outputs						
74539	2	dual 1 of 4 decoder, three-state outputs						
74540	1	inverting octal buffer, three-state outputs			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT540_CNV.pdf		
74541	1	non-inverting octal buffer, three-state outputs			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT541.pdf		
74543	1	octal registered transceiver, three-state outputs			F	https://archive.org/download/Sn74f543Datasheet/sn74f543%20datasheet.pdf		
74544	1	non-inverting octal registered transceiver, three-state outputs						
74558	1	8-bit by 8-bit multiplier, three-state outputs						
74560	1	4-bit decade counter, three-state outputs						
74561	1	4-bit binary counter, three-state outputs						
74563	1	8-bit D-type transparent latch, inverting three-state outputs			HC/HCT	https://web.archive.org/web/20160303231418/http://www.nxp.com/documents/data_sheet/74HC_HCT563_CNV.pdf		
74564	1	8-bit D-type edge-triggered register, inverting three-state outputs			HC	https://web.archive.org/web/20120515233933/http://www.nxp.com/documents/data_sheet/74HC564.pdf		
74568	1	decade up/down counte, three-state outputs						
74569	1	binary up/down counter, three-state outputs						
74573	1	octal D-type transparent latch, three-state outputs			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT573.pdf		
74574	1	octal D-type edge-triggered flip-flop, three-state outputs			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT574.pdf		
74575	1	octal D-type flip-flop, synchronous clear, three-state outputs						
74576	1	octal D-type flip-flop, inverting three-state outputs						
74577	1	octal D-type flip-flop, synchronous clear, inverting three-state outputs						
74580	1	octal transceiver/latch, inverting three-state outputs						
74589	1	8-bit shift register, input latch, three-state outputs						
74590	1	8-bit binary counter, output registers, three-state outputs			HC	http://www.nxp.com/documents/data_sheet/74HC590.pdf		
74591	1	8-bit binary counters, output registers, open-collector outputs						
74592	1	8-bit binary counter, input registers						
74593	1	8-bit binary counter, input registers and three-state outputs						
74594	1	8-bit shift registers, output latches			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT594.pdf		
74595	1	8-bit shift registers, output latches, three-state parallel outputs			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT595.pdf		
74596	1	8-bit shift registers, output latches, open-collector parallel outputs						
74597	1	8-bit shift registers, input latches			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT597.pdf		
74598	1	8-bit shift register, input latches						
74599	1	8-bit shift registers, output latches, open-collector outputs						
74600	1	dynamic memory refresh controller, transparent and burst modes, for 4K or 16K dRAM						
74601	1	dynamic memory refresh controller, transparent and burst modes, for 64K dRAM						
74602	1	dynamic memory refresh controller, cycle steal and burst modes, for 4K or 16K dRAM						
74603	1	dynamic memory refresh controller, cycle steal and burst modes, for 64K dRAM						
74604	1	octal 2-input multiplexer, latch, high-speed, three-state outputs						
74605	1	latch, high-speed, open collector outputs						
74606	1	octal 2-input multiplexer, latch, glitch-free, three-state outputs						
74607	1	octal 2-input multiplexer, latch, glitch-free, open collector outputs						
74608	1	memory cycle controller						
74610	1	memory mapper, latched, three-state outputs						
74611	1	memory mapper, latched, open collector outputs						
74612	1	memory mapper, three-state outputs						
74613	1	memory mapper, open collector outputs						
74618	1	Schmitt trigger positive-nand gates, totem-pole outputs						
74619	1	Schmitt trigger inverters, totem-pole outputs						
74620	1	octal bus transceiver, inverting, three-state outputs						
74621	1	octal bus transceiver, non-inverting, open collector outputs						
74622	1	octal bus transceiver, inverting, open collector outputs						
74623	1	octal bus transceiver, non-inverting, three-state outputs			HCT	http://www.ti.com/lit/gpn/sn74hct623		
74624	1	voltage-controlled oscillator , enable control, range control, two-phase outputs						
74625	2	dual  voltage-controlled oscillator , two-phase outputs						
74626	2	dual  voltage-controlled oscillator , enable control, two-phase outputs						
74627	2	dual  voltage-controlled oscillator						
74628	1	voltage-controlled oscillator , enable control, range control, external temperature compensation, two-phase outputs						
74629	2	dual  voltage-controlled oscillator , enable control, range control						
74630	1	16-bit error detection and correction (EDAC), three-state outputs						
74631	1	16-bit error detection and correction, open collector outputs						
74632	1	32-bit parallel error detection and correction, three-state outputs, byte-write						
74633	1	32-bit parallel error detection and correction, open-collector outputs, byte-write						
74634	1	32-bit parallel error detection and correction, three-state outputs						
74635	1	32-bit parallel error detection and correction, open-collector outputs						
74638	1	octal bus transceiver, inverting three-state outputs						
74639	1	octal bus transceiver, non-inverting three-state outputs						
74640	1	octal bus transceiver, inverting three-state outputs			HC/HCT	https://web.archive.org/web/20121224063532/http://www.nxp.com/documents/data_sheet/74HC_HCT640_CNV.pdf		
74641	1	octal bus transceiver, non-inverting open collector outputs						
74642	1	octal bus transceiver, inverting open collector outputs						
74643	1	octal bus transceiver, mix of inverting and non-inverting three-state outputs						
74644	1	octal bus transceiver, mix of inverting and non-inverting open collector outputs						
74645	1	octal bus transceiver			HCT	http://www.ti.com/lit/gpn/sn74hct645		
74646	1	octal bus transceiver/latch/multiplexer, non-inverting three-state outputs			HC/HCT	http://www.ti.com/lit/gpn/cd74hct646		
74647	1	octal bus transceiver/latch/multiplexer, non-inverting open collector outputs						
74648	1	octal bus transceiver/latch/multiplexer, inverting three-state outputs						
74649	1	octal bus transceiver/latch/multiplexer, inverting open collector outputs						
74651	1	octal bus transceiver/register, inverting three-state outputs						
74652	1	octal bus transceiver/register, non-inverting three-state outputs			HC/HCT	https://web.archive.org/web/20120514192643/http://www.nxp.com/documents/data_sheet/74HC_HCT652_CNV.pdf		
74653	1	octal bus transceiver/register, inverting three-state and open collector outputs						
74654	1	octal bus transceiver/register, non-inverting three-state and open collector outputs						
74658	1	octal bus transceiver, parity, inverting						
74659	1	octal bus transceiver, parity, non-inverting						
74664	1	octal bus transceiver, parity, inverting						
74665	1	octal bus transceiver, parity, non-inverting						
74668	1	synchronous 4-bit decade up/down counter						
74669	1	synchronous 4-bit binary up/down counter						
74670	1	4 by 4 register file, three-state outputs			HC/HCT	http://www.ti.com/lit/gpn/cd74hct670		
74671	1	4-bit bidirectional shift register/latch/multiplexer, three-state outputs						
74672	1	4-bit bidirectional shift register/latch/multiplexer, three-state outputs						
74673	1	16-bit serial-in serial-out shift register, output storage registers, three-state outputs						
74674	1	16-bit parallel-in serial-out shift register, three-state outputs						
74676	1	16-bit serial/parallel-in serial-out shift register						
74677	1	16-bit address  comparator , enable						
74678	1	16-bit address comparator, latch						
74679	1	12-bit address comparator, latch						
74680	1	12-bit address comparator, enable						
74681	1	4-bit parallel binary accumulator						
74682	1	8-bit  magnitude comparator						
74683	1	8-bit magnitude comparator, open collector outputs						
74684	1	8-bit magnitude comparator						
74685	1	8-bit magnitude comparator, open collector outputs						
74686	1	8-bit magnitude comparator, enable						
74687	1	8-bit magnitude comparator, enable						
74688	1	8-bit equality comparator			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT688_CNV.pdf		
74689	1	8-bit magnitude comparator, open collector outputs						
74690	1	4-bit decimal counter/latch/multiplexer, asynchronous clear, three-state outputs						
74691	1	4-bit binary counter/latch/multiplexer, asynchronous clear, three-state outputs						
74692	1	4-bit decimal counter/latch/multiplexer, synchronous clear, three-state outputs						
74693	1	4-bit binary counter/latch/multiplexer, synchronous clear, three-state outputs						
74694	1	4-bit decimal counter/latch/multiplexer, synchronous and asynchronous clears, three-state outputs						
74695	1	4-bit binary counter/latch/multiplexer, synchronous and asynchronous clears, three-state outputs						
74696	1	4-bit decimal counter/register/multiplexer, asynchronous clear, three-state outputs						
74697	1	4-bit binary counter/register/multiplexer, asynchronous clear, three-state outputs						
74698	1	4-bit decimal counter/register/multiplexer, synchronous clear, three-state outputs						
74699	1	4-bit binary counter/register/multiplexer, synchronous clear, three-state outputs						
74716	1	programmable decade counter						
74718	1	programmable binary counter						
74724	1	voltage-controlled multivibrator						
74740	1	octal buffer/Line driver, inverting, three-state outputs						
74741	1	octal buffer/line driver, non-inverting, three-state outputs, mixed enable polarity						
74744	1	octal buffer/line driver, non-inverting, three-state outputs						
74748	1	8 to 3-line priority encoder						
74760	1	octal buffer/line driver, non-inverting, open-collector outputs			AS/ALS	http://www.ti.com/lit/gpn/sn74as760		
74762	1	octal buffer/line driver, inverting and non-inverting open-collector outputs			AS/ALS	http://www.ti.com/lit/gpn/sn74as762		
74763	1	octal buffer/line driver, inverting open-collector outputs, complementary enable inputs			AS/ALS	http://www.ti.com/lit/gpn/sn74as762		
74779	1	8-bit bidirectional binary counter (three-state)						
74783	1	synchronous address multiplexer						
74790	1	error detection and correction (EDAC)						
74794	1	8-bit register, readback						
74795	1	octal buffer, three-state outputs						
74796	1	octal buffer, three-state outputs						
74797	1	octal buffer, three-state outputs						
74798	1	octal buffer, three-state outputs						
74804	6	hex 2-input NAND drivers			AS	http://www.ti.com/lit/gpn/sn74as804b		
74805	6	hex 2-input NOR drivers						
74808	6	hex 2-input AND drivers						
74810	4	quad 2-input XNOR gates			AS/ALS	http://www.ti.com/lit/gpn/sn74als810		
74822	1	10-bit bus interface flip-flop, three-state outputs						
74823	1	9-bit D-type flip-flops, three-state outputs			AS	http://www.ti.com/cn/lit/gpn/sn54as823a		
74824	1	9-bit D-type flip-flops, three-state outputs, inverting inputs			AS	http://www.ti.com/cn/lit/gpn/sn54as823a		
74825	1	8-bit D-type flip-flop						
74832	6	hex 2-input OR drivers						
74841	1	10-bit D-type flip-flop, three-state outputs			ALS	http://www.ti.com/lit/gpn/sn74als841		
74842	1	10-bit D-type flip-flop, three-state outputs, inverting inputs			ALS	http://www.ti.com/lit/gpn/sn74als841		
74848	1	8 to 3-line priority encode, three-state outputs						
74857	6	hex 2-line to 1-line multiplexer, three-state outputs						
74867	1	synchronous 8-bit up/down counter, asynchronous clear			AS/ALS	http://pdf1.alldatasheet.com/datasheet-pdf/view/27799/TI/SN74ALS867ANT.html		
74869	1	synchronous 8-bit up/down counter, synchronous clear			AS/ALS	http://pdf1.alldatasheet.com/datasheet-pdf/view/27799/TI/SN74ALS867ANT.html		
74870	1	dual 16x4 register files			AS	http://www.datasheets360.com/pdf/717352635026368811		
74871	1	dual 16x4 register files			AS	http://www.datasheets360.com/pdf/717352635026368811		
74873	1	octal transparent latch						
74874	1	octal D-type flip-flop						
74876	1	octal D-type flip-flop, inverting outputs						
74878	2	dual 4-bit D-type flip-flop, synchronous clear, non-inverting three-state outputs						
74879	2	dual 4-bit D-type flip-flop, synchronous clear, inverting three-state outputs						
74880	1	octal transparent latch, inverting outputs						
74881	1	arithmetic logic unit						
74882	1	32-bit lookahead carry generator						
74885	1	8-bit magnitude comparator			AS	http://www.ti.com/lit/gpn/sn74as885		
74888	1	8-bit  slice processor						
74901	6	hex inverting TTL buffer						
74902	6	hex non-inverting TTL buffer						
74903	6	hex inverting CMOS buffer						
74904	6	hex non-inverting CMOS buffer						
74905	1	12-bit successive approximation register						
74906	6	hex open drain n-channel buffers						
74907	6	hex open drain p-channel buffers						
74908	2	dual CMOS 30 V relay driver						
74909	4	quad voltage comparator						
74910	1	256x1 CMOS static RAM						
74911	1	4-digit expandable display controller						
74912	1	6-digit BCD display controller and driver			C	http://pdf.datasheetcatalog.com/datasheet/nationalsemiconductor/DS005916.PDF		
74914	6	hex Schmitt trigger, extended input voltage			C	http://pdf.datasheetcatalog.com/datasheet/fairchild/MM74C914.pdf		
74915	1	7-segment to BCD decoder						
74917	1	6-digit hex display controller and driver			C	https://www.logre.eu/mediawiki/images/d/d5/MM74C912_C917_NationalSemiconductor.pdf		
74918	2	dual CMOS 30 V relay driver						
74920	1	256x4 CMOS static RAM						
74921	1	256x4 CMOS static RAM						
74922	1	16-key encoder						
74923	1	20-key encoder						
74925	1	4-digit counter/display driver			C	https://web.archive.org/web/20141023042023/https://www.fairchildsemi.com/datasheets/MM/MM74C926.pdf		
74926	1	4-digit decade counter/display driver, carry out and latch (up to 9999)			C	https://www.fairchildsemi.com/datasheets/MM/MM74C926.pdf		
74927	1	4-digit timer counter/display driver (up to 9599, intended as time elapsed)			C	http://skory.z-net.hu/alkatresz/74c926_.pdf		
74928	1	4-digit counter/display driver (up to 1999)			C	http://skory.z-net.hu/alkatresz/74c926_.pdf		
74929	1	1024x1 CMOS static RAM						
74930	1	1024x1 CMOS static RAM						
74932	1	phase comparator						
74933	1	address bus comparator						
74934	1	=ADC0829 ADC, see corresponding NSC datasheet						
74935	1	3.5-digit digital  voltmeter  (DVM) support chip for multiplexed 7-segment displays						
74936	1	3.75-digit digital voltmeter (DVM) support chip for multiplexed 7-segment displays						
74937	1	=ADC3511 ADC, see corresponding NSC datasheet						
74938	1	=ADC3711 ADC, see corresponding NSC datasheet						
74941	1	octal bus/line drivers/line receivers						
74942	1	300 baud modem			HC	http://www.datasheets360.com/pdf/8508627109040657500		
74945	1	4-digit up/down counter, decoder and driver						
74947	1	4-digit up/down counter, decoder and driver						
74948	1	=ADC0816 ADC, see corresponding NSC datasheet						
74949	1	=ADC0808 ADC, see corresponding NSC datasheet						
74962	1	Dual Rank 8-Bit TRI-STATE Shift Register			C	http://pdf.datasheetcatalog.com/datasheets2/16/161779_1.pdf		
74992	1	9-bit D-type transparent read-back latch			ALS	http://www.ti.com/lit/gpn/sn74als992		
74996	1	8-bit D-type edge-triggered read-back latch			ALS	http://www.ti.com/lit/pdf/sdas098		
741004	6	hex inverting buffer			ALS	http://pdf1.alldatasheet.com/datasheet-pdf/view/50924/FAIRCHILD/DM74ALS1004N.html		
741005	6	hex inverting buffer, open-collector output			ALS	http://www.ti.com/lit/gpn/sn74als1005		
741008	4	quad 2-input AND buffer			ALS	http://rtellason.com/chipdata/dm74als1008a.pdf		
741010	3	triple 3-input NAND buffer			ALS	http://www.ti.com/lit/gpn/sn74als1010a		
741034	6	hex non-inverting buffer			ALS	http://www.ti.com/lit/gpn/sn74als1034		
741035	6	hex non-inverting buffer, open-collector outputs			ALS	http://www.ti.com/lit/gpn/sn74als1035		
741245	8	octal bus transceiver			ALS	http://www.ti.com/lit/gpn/sn74als1245a		
742960	1	error detection and correction  (EDAC)						
742961	1	edac bus buffer, inverting						
742962	1	edac bus buffer, non-inverting						
742968	1	dynamic memory controller						
742969	1	memory timing controller for use,  EDAC						
742970	1	memory timing controller for use without EDAC						
743037	4	quad 2-input NAND 30? driver						
743040	2	dual 4-input NAND 30? line driver			F	https://archive.org/download/74f3040Datasheet/74f3040%20datasheet.pdf		
744002	2	dual 4-input NOR gate			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT4002.pdf		
744015	2	dual 4-bit shift registers			HC/HCT	https://web.archive.org/web/20120515005044/http://www.nxp.com/documents/data_sheet/74HC_HCT4015_CNV.pdf		
744016	4	quad bilateral switch			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT4016_CNV.pdf		
744017	1	5-stage ÷10 Johnson counter			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT4017.pdf		
744020	1	14-stage binary counter			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT4020.pdf		
744024	1	7-stage ripple carry binary counter			HC	http://www.nxp.com/documents/data_sheet/74HC4024.pdf		
744028	1	BCD to decimal decoder						
744040	1	12-stage binary ripple counter			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT4040.pdf		
744046	1	phase-locked loop  and  voltage-controlled oscillator			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT4046A_CNV.pdf		
744049	6	hex inverting buffer			HC	http://www.nxp.com/documents/data_sheet/74HC4049.pdf		
744050	6	hex buffer/converter (non-inverting)			HC	http://www.nxp.com/documents/data_sheet/74HC4050_CNV.pdf		
744051	1	high-speed CMOS 8-channel analog multiplexer/demultiplexer			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT4051.pdf		
744052	2	dual 4-channel analog multiplexer/demultiplexers			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT4052.pdf		
744053	3	triple 2-channel analog multiplexer/demultiplexers			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT4053.pdf		
744059	1	programmable divide-by-N counter			HC/HCT	https://web.archive.org/web/20130120073831/http://www.nxp.com/documents/data_sheet/74HC_HCT4059_CNV.pdf		
744060	1	14-stage binary ripple counter with oscillator			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT4060.pdf		
744066	4	quad single-pole single-throw analog switch			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT4066.pdf		
744067	1	16-channel analog multiplexer/demultiplexer			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT4067.pdf		
744075	3	triple 3-input OR gate			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT4075_CNV.pdf		
744078	1	8-input OR/NOR gate			HC	http://www.ti.com/lit/ds/symlink/sn74hc4078a.pdf		
744094	1	8-bit three-state shift register/latch			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT4094.pdf		
744316	4	quad analog switch			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT4316_CNV.pdf		
744351	1	8-channel analog multiplexer/demultiplexer with latch			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT4351_CNV.pdf		
744351	1	8-channel analog multiplexer/demultiplexer with latch			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT4351_CNV.pdf		
744352	2	dual 4-channel analog multiplexer/demultiplexer with latch						
744511	1	BCD to 7-segment decoder			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT4511_CNV.pdf		
744514	1	4-to-16 line decoder/demultiplexer, input latches			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT4514_CNV.pdf		
744515	1	4-to-16 line decoder/demultiplexer with input latches; inverting			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT4515_CNV.pdf		
744516	1	binary up/down counter						
744518	2	dual 4-bit synchronous decade counter			HC	https://web.archive.org/web/20120515112811/http://www.nxp.com/documents/data_sheet/74HC_HCT4520_CNV.pdf		
744520	2	dual 4-bit synchronous binary counter			HC/HCT	https://web.archive.org/web/20120515112811/http://www.nxp.com/documents/data_sheet/74HC_HCT4520_CNV.pdf		
744538	2	dual retriggerable precision monostable multivibrator			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT4538.pdf		
744543	1	BCD to 7-segment latch/decoder/driver for LCDs			HCT	http://www.ti.com/lit/gpn/cd74hct4543		
745555	1	programmable delay timer with oscillator			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT5555_CNV.pdf		
746300	None	timer						
746301	1	dynamic memory refresh controller, transparent and burst modes, for 16K, 64K, 256K, and 1M dRAM			ALS	https://4donline.ihs.com/images/VipMasterIC/IC/TXII/TXIID056/TXIID056-3-61.pdf?hkey=EF798316E3902B6ED9A73243A3159BB0		
746302	1	dynamic memory refresh controller, transparent and burst modes, for 16K, 64K, 256K, and 1M dRAM			ALS	https://4donline.ihs.com/images/VipMasterIC/IC/TXII/TXIID056/TXIID056-3-61.pdf?hkey=EF798316E3902B6ED9A73243A3159BB0		
747007	6	hex buffer						
747014	6	hex Schmitt trigger non-inverting buffer			HC	http://www.nxp.com/documents/data_sheet/74HC7014.pdf		
747046	1	phase-locked loop  with  voltage-controlled oscillator  and lock detector			HC/HCT	https://web.archive.org/web/20150226135640/http://www.nxp.com/documents/data_sheet/74HC_HCT7046A_CNV.pdf		
747266	4	quad 2-input XNOR gate			HC	https://web.archive.org/web/20120512105906/http://www.nxp.com/documents/data_sheet/74HC7266_CNV.pdf		
747540	8	octal Schmitt trigger buffer/line driver; 3-state; inverting						
747541	8	octal Schmitt trigger buffer/line driver; 3-state			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT7541.pdf		
747597	1	8-bit shift register with input latches						
749015	9	nine wide Schmitt trigger buffer/line driver						
749115	9	octal buffer/driver, three-state outputs			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT9115_CNV.pdf		
7411244	8	octal buffer/driver, three-state outputs			AC	http://www.ti.com/lit/ds/symlink/74ac11244.pdf		
7429841	1	10-bit bus-interface D-type latch, three-state outputs						
7440103	1	presettable 8-bit synchronous down counter			HC	http://www.nxp.com/documents/data_sheet/74HC40103.pdf		
7440104	4	4-bit Bidirectional Universal Shift Register; 3-state						
7440105	1	4-bit by 16-word FIFO register			HC/HCT	http://www.nxp.com/documents/data_sheet/74HC_HCT40105.pdf		
74x1G02	1	single 2-input NOR gate			AUP	http://www.nxp.com/documents/data_sheet/74AUP1G02.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC1G02.pdf
74x1G04	1	single inverter gate			AUP	http://www.nxp.com/documents/data_sheet/74AUP1G04.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC1G04.pdf
74x1G06	1	single inverter gate	schmitt-trigger	open-drain	AUP	http://www.nxp.com/documents/data_sheet/74AUP1G06.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC1G06.pdf
74x1G07	1	single buffer gate	schmitt-trigger	open-drain	AUP	http://www.nxp.com/documents/data_sheet/74AUP1G07.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC1G07.pdf
74x1G08	1	single 2-input AND gate			AUP	http://www.nxp.com/documents/data_sheet/74AUP1G08.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC1G08.pdf
74x1G09	1	single 2-input AND gate		open-drain	AUP	http://www.nxp.com/documents/data_sheet/74AUP1G09.pdf		
74x1G14	1	single inverter gate	schmitt-trigger		AUP	http://www.nxp.com/documents/data_sheet/74AUP1G14.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC1G14.pdf
74x1G17	1	single buffer gate	schmitt-trigger		AUP	http://www.nxp.com/documents/data_sheet/74AUP1G17.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC1G17.pdf
74x1G27	1	single 3-input NOR gate			LVC	http://www.nxp.com/documents/data_sheet/74LVC1G27.pdf		
74x1G32	1	single 2-input OR gate			AUP	http://www.nxp.com/documents/data_sheet/74AUP1G32.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC1G32.pdf
74x1G34	1	single buffer gate			AUP	http://www.nxp.com/documents/data_sheet/74AUP1G34.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC1G34.pdf
74x1G57	1	single configurable 7-function gate	schmitt-trigger		AUP	http://www.nxp.com/documents/data_sheet/74AUP1G57.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC1G57.pdf
74x1G58	1	single configurable 7-function gate	schmitt-trigger		AUP	http://www.nxp.com/documents/data_sheet/74AUP1G58.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC1G58.pdf
74x1G79	1	single D-type flip-flop, positive-edge trigger			AUP	http://www.nxp.com/documents/data_sheet/74AUP1G79.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC1G79.pdf
74x1G80	1	single D-type flip-flop, positive-edge trigger, inverted output			AUP	http://www.nxp.com/documents/data_sheet/74AUP1G80.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC1G80.pdf
74x1G86	1	single 2-input XOR gate			AUP	http://www.nxp.com/documents/data_sheet/74AUP1G86.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC1G86.pdf
74x1G97	1	single configurable 7-function gate	schmitt-trigger		AUP	http://www.nxp.com/documents/data_sheet/74AUP1G97.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC1G97.pdf
74x1G98	1	single configurable 7-function gate	schmitt-trigger		AUP	http://www.nxp.com/documents/data_sheet/74AUP1G98.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC1G98.pdf
74x1G99	1	single configurable 15-function gate, active-low enable	schmitt-trigger	three-state	AUP	http://www.ti.com/lit/ds/symlink/sn74aup1g99.pdf	LVC	http://www.ti.com/lit/ds/symlink/sn74lvc1g99.pdf
74x1G123	1	single retriggerable monostable multivibrator, clear			LVC	http://www.nxp.com/documents/data_sheet/74LVC1G123.pdf		
74x1G125	1	single buffer gate, active-low enable		three-state	AUP	http://www.nxp.com/documents/data_sheet/74AUP1G125.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC1G125.pdf
74x1G126	1	single buffer gate, active-high enable		three-state	AUP	http://www.nxp.com/documents/data_sheet/74AUP1G126.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC1G126.pdf
74x1G373	1	single transparent latch, active-low enable		three-state	AUP	http://www.nxp.com/documents/data_sheet/74AUP1G373.pdf		
74x1G374	1	single D-type flip-flop, active-low enable		three-state	AUP	http://www.nxp.com/documents/data_sheet/74AUP1G374.pdf		
74x1G0832	1	single 3-input AND-OR combo gate (2-input AND into OR)	schmitt-trigger		AUP	http://www.nxp.com/documents/data_sheet/74AUP1G0832.pdf		
74x1G3208	1	single 3-input OR-AND combo gate (2-input OR into AND)	schmitt-trigger		AUP	http://www.nxp.com/documents/data_sheet/74AUP1G3208.pdf		
74x2G02	2	dual 2-input NOR gate			AUP	http://www.nxp.com/documents/data_sheet/74AUP2G02.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC2G02.pdf
74x2G04	2	dual inverter gate			AUP	http://www.nxp.com/documents/data_sheet/74AUP2G04.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC2G04.pdf
74x2G06	2	dual inverter gate	schmitt-trigger	open-drain	AUP	http://www.nxp.com/documents/data_sheet/74AUP2G06.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC2G06.pdf
74x2G07	2	dual buffer gate	schmitt-trigger	open-drain	AUP	http://www.nxp.com/documents/data_sheet/74AUP2G07.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC2G07.pdf
74x2G08	2	dual 2-input AND gate			AUP	http://www.nxp.com/documents/data_sheet/74AUP2G08.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC2G08.pdf
74x2G14	2	dual inverter gate	schmitt-trigger		AUP	http://www.nxp.com/documents/data_sheet/74AUP2G14.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC2G14.pdf
74x2G17	2	dual buffer gate	schmitt-trigger		AUP	http://www.nxp.com/documents/data_sheet/74AUP2G17.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC2G17.pdf
74x2G32	2	dual 2-input OR gate			AUP	http://www.nxp.com/documents/data_sheet/74AUP2G32.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC2G32.pdf
74x2G34	2	dual buffer gate			AUP	http://www.nxp.com/documents/data_sheet/74AUP2G34.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC2G34.pdf
74x2G79	2	dual D-type flip-flop, positive-edge trigger			AUP	http://www.nxp.com/documents/data_sheet/74AUP2G79.pdf		
74x2G80	2	dual D-type flip-flop, positive-edge trigger, invert output			AUP	http://www.nxp.com/documents/data_sheet/74AUP2G80.pdf		
74x2G125	2	dual buffer, active-low enable		three-state	AUP	http://www.nxp.com/documents/data_sheet/74AUP2G125.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC2G125.pdf
74x2G126	2	dual buffer, active-high enable		three-state	AUP	http://www.nxp.com/documents/data_sheet/74AUP2G126.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC2G126.pdf
